Age [ka BP]  ADM [x10^22 Am^2]
100.00	4.16819
99.95	4.16250
99.90	4.16819
99.85	4.18656
99.80	4.21759
99.75	4.26156
99.70	4.31819
99.65	4.38699
99.60	4.46613
99.55	4.55276
99.50	4.64432
99.45	4.73871
99.40	4.83285
99.35	4.92414
99.30	5.00975
99.25	5.08707
99.20	5.15354
99.15	5.20682
99.10	5.24406
99.05	5.26345
99.00	5.26682
98.95	5.25595
98.90	5.23345
98.85	5.20113
98.80	5.16233
98.75	5.11940
98.70	5.07544
98.65	5.03225
98.60	4.99061
98.55	4.94975
98.50	4.91018
98.45	4.87113
98.40	4.83388
98.35	4.79923
98.30	4.76794
98.25	4.74078
98.20	4.71854
98.15	4.70095
98.10	4.68880
98.05	4.68182
98.00	4.67923
97.95	4.67975
97.90	4.68233
97.85	4.68518
97.80	4.68699
97.75	4.68569
97.70	4.67949
97.65	4.66682
97.60	4.64897
97.55	4.62750
97.50	4.60371
97.45	4.57966
97.40	4.55638
97.35	4.53621
97.30	4.51992
97.25	4.50983
97.20	4.50673
97.15	4.51190
97.10	4.52664
97.05	4.55173
97.00	4.58690
96.95	4.63190
96.90	4.68647
96.85	4.74932
96.80	4.81940
96.75	4.89466
96.70	4.97328
96.65	5.05345
96.60	5.13363
96.55	5.21225
96.50	5.28802
96.45	5.35888
96.40	5.42173
96.35	5.47242
96.30	5.50759
96.25	5.52414
96.20	5.52311
96.15	5.50552
96.10	5.47320
96.05	5.42794
96.00	5.37414
95.95	5.31544
95.90	5.25699
95.85	5.20216
95.80	5.15406
95.75	5.11449
95.70	5.08552
95.65	5.06923
95.60	5.06432
95.55	5.06923
95.50	5.08242
95.45	5.10259
95.40	5.12845
95.35	5.15897
95.30	5.19311
95.25	5.23009
95.20	5.26837
95.15	5.30716
95.10	5.34492
95.05	5.38035
95.00	5.41216
94.95	5.43880
94.90	5.45820
94.85	5.46932
94.80	5.47035
94.75	5.46026
94.70	5.43751
94.65	5.40156
94.60	5.35423
94.55	5.29682
94.50	5.23216
94.45	5.16259
94.40	5.09095
94.35	5.02138
94.30	4.95776
94.25	4.90319
94.20	4.86130
94.15	4.83518
94.10	4.82794
94.05	4.84216
94.00	4.87682
93.95	4.93035
93.90	5.00069
93.85	5.08552
93.80	5.17914
93.75	5.27561
93.70	5.36845
93.65	5.45251
93.60	5.52492
93.55	5.58363
93.50	5.62707
93.45	5.65423
93.40	5.66742
93.35	5.67026
93.30	5.66639
93.25	5.65889
93.20	5.65035
93.15	5.64363
93.10	5.64130
93.05	5.64544
93.00	5.65630
92.95	5.67440
92.90	5.69975
92.85	5.73207
92.80	5.77035
92.75	5.81406
92.70	5.86164
92.65	5.91208
92.60	5.96328
92.55	6.01268
92.50	6.05794
92.45	6.09751
92.40	6.13190
92.35	6.16294
92.30	6.19216
92.25	6.22113
92.20	6.25164
92.15	6.28475
92.10	6.32277
92.05	6.36673
92.00	6.41483
91.95	6.46552
91.90	6.51725
91.85	6.56794
91.80	6.61759
91.75	6.66621
91.70	6.71354
91.65	6.75958
91.60	6.80483
91.55	6.84932
91.50	6.89354
91.45	6.93777
91.40	6.98147
91.35	7.02466
91.30	7.06630
91.25	7.10690
91.20	7.14647
91.15	7.18527
91.10	7.22458
91.05	7.26389
91.00	7.30190
90.95	7.33656
90.90	7.36552
90.85	7.38725
90.80	7.40044
90.75	7.40380
90.70	7.39708
90.65	7.37897
90.60	7.35104
90.55	7.31458
90.50	7.27139
90.45	7.22277
90.40	7.16923
90.35	7.11104
90.30	7.04871
90.25	6.98277
90.20	6.91423
90.15	6.84415
90.10	6.77380
90.05	6.70423
90.00	6.63802
89.95	6.57699
89.90	6.52397
89.85	6.48104
89.80	6.44897
89.75	6.42906
89.70	6.42233
89.65	6.42906
89.60	6.44716
89.55	6.47458
89.50	6.50871
89.45	6.54699
89.40	6.58811
89.35	6.63027
89.30	6.67190
89.25	6.71199
89.20	6.75233
89.15	6.79578
89.10	6.84492
89.05	6.90182
89.00	6.96725
88.95	7.04173
88.90	7.12552
88.85	7.21785
88.80	7.31639
88.75	7.41725
88.70	7.51682
88.65	7.61147
88.60	7.69863
88.55	7.77544
88.50	7.83932
88.45	7.88820
88.40	7.92130
88.35	7.93915
88.30	7.94173
88.25	7.92958
88.20	7.90578
88.15	7.87397
88.10	7.83751
88.05	7.79975
88.00	7.76251
87.95	7.72630
87.90	7.69268
87.85	7.66294
87.80	7.63759
87.75	7.61742
87.70	7.60371
87.65	7.59621
87.60	7.59466
87.55	7.59777
87.50	7.60397
87.45	7.61277
87.40	7.62466
87.35	7.64044
87.30	7.66113
87.25	7.68673
87.20	7.71466
87.15	7.74182
87.10	7.76432
87.05	7.77984
87.00	7.78682
86.95	7.78449
86.90	7.77156
86.85	7.74828
86.80	7.71621
86.75	7.67742
86.70	7.63423
86.65	7.58846
86.60	7.53984
86.55	7.48785
86.50	7.43147
86.45	7.37044
86.40	7.30552
86.35	7.23777
86.30	7.16820
86.25	7.09759
86.20	7.02647
86.15	6.95509
86.10	6.88397
86.05	6.81337
86.00	6.74406
85.95	6.67630
85.90	6.61113
85.85	6.54906
85.80	6.49164
85.75	6.43940
85.70	6.39440
85.65	6.35768
85.60	6.33130
85.55	6.31733
85.50	6.31837
85.45	6.33570
85.40	6.36699
85.35	6.40966
85.30	6.46087
85.25	6.51751
85.20	6.57699
85.15	6.63596
85.10	6.69156
85.05	6.74121
85.00	6.78570
84.95	6.82630
84.90	6.86406
84.85	6.90052
84.80	6.93802
84.75	6.97837
84.70	7.02440
84.65	7.07742
84.60	7.13587
84.55	7.19742
84.50	7.26001
84.45	7.32078
84.40	7.37768
84.35	7.42734
84.30	7.46690
84.25	7.49432
84.20	7.50932
84.15	7.51190
84.10	7.50259
84.05	7.48165
84.00	7.45113
83.95	7.41363
83.90	7.37121
83.85	7.32596
83.80	7.27759
83.75	7.22561
83.70	7.16949
83.65	7.10897
83.60	7.04432
83.55	6.97604
83.50	6.90440
83.45	6.83018
83.40	6.75647
83.35	6.68535
83.30	6.62018
83.25	6.56380
83.20	6.51906
83.15	6.48958
83.10	6.47820
83.05	6.48751
83.00	6.51673
